month,location,Violence and sexual offences,Anti-social behaviour,Public order,Criminal damage and arson,Other theft,Vehicle crime,Burglary,Shoplifting,Bicycle theft,Drugs,Robbery,Other crime,Theft from the person,Possession of weapons,force_name,force_area,population2021,population density,safe_index
2020-05-01,south-wales,3172,7799.0,1227.0,820.0,571.0,327.0,317.0,385.0,138.0,470.0,38.0,168.0,42.0,67.0,south-wales,2074.0,1317000,635.0048216,0.14272943728488144
2020-05-01,south-yorkshire,4227,4366.0,1437.0,1211.0,696.0,631.0,689.0,405.0,79.0,393.0,110.0,428.0,42.0,140.0,south-yorkshire,1554.0,1375100,884.8777349,0.1402748440037269
2020-05-01,staffordshire,1961,3125.0,266.0,484.0,377.0,243.0,210.0,239.0,47.0,239.0,18.0,130.0,23.0,39.0,staffordshire,2713.0,1134500,418.1717656,0.13193716065874594
2020-05-01,suffolk,1775,774.0,450.0,422.0,295.0,165.0,206.0,121.0,66.0,189.0,26.0,106.0,14.0,32.0,suffolk,3797.0,760300,200.2370292,0.24396776705260112
2020-05-01,surrey,2154,3700.0,830.0,640.0,426.0,420.0,266.0,192.0,97.0,317.0,40.0,157.0,12.0,68.0,surrey,1663.0,1203100,723.4515935,0.08911590439920905
2020-05-01,sussex,3612,6143.0,963.0,924.0,554.0,376.0,409.0,424.0,231.0,435.0,80.0,191.0,47.0,132.0,sussex,3783.0,1705700,450.8855406,0.22625730202183533
2020-05-01,thames-valley,5560,2524.0,995.0,1347.0,994.0,926.0,655.0,594.0,300.0,663.0,119.0,337.0,143.0,165.0,thames-valley,5742.0,2515100,438.0181122,0.36019096959087693
2020-05-01,warwickshire,1375,2281.0,249.0,277.0,240.0,260.0,184.0,165.0,38.0,133.0,25.0,79.0,20.0,47.0,warwickshire,1975.0,596800,302.1772152,0.12548779814256306
2020-05-01,west-mercia,2944,7022.0,490.0,586.0,434.0,241.0,377.0,335.0,96.0,277.0,39.0,128.0,16.0,60.0,west-mercia,7428.0,1299900,175.0,0.4511457316870072
2020-05-01,west-midlands,8818,7467.0,1942.0,1685.0,1082.0,1535.0,1175.0,659.0,165.0,544.0,428.0,405.0,84.0,221.0,west-midlands,902.0,2919600,3236.807095,0.07195373080836356
2020-05-01,west-yorkshire,9184,4584.0,2973.0,2004.0,1264.0,919.0,1078.0,567.0,148.0,888.0,159.0,630.0,93.0,166.0,west-yorkshire,2029.0,2351600,1158.994579,0.21390154223654137
2020-05-01,wiltshire,1307,1295.0,299.0,329.0,185.0,123.0,140.0,136.0,58.0,170.0,19.0,81.0,12.0,27.0,wiltshire,3490.0,743800,213.1232092,0.17123105803549754
2020-06-01,avon-and-somerset,4270,3785.0,1721.0,1137.0,776.0,638.0,603.0,513.0,248.0,334.0,139.0,226.0,56.0,78.0,avon-and-somerset,4777.0,1744500,365.1873561,0.3355825668009379
2020-06-01,bedfordshire,1526,1539.0,483.0,409.0,295.0,368.0,237.0,174.0,106.0,149.0,50.0,113.0,26.0,23.0,bedfordshire,1024.0,704800,688.28125,0.06544987767289048
2020-06-01,cambridgeshire,2200,1610.0,559.0,577.0,430.0,303.0,285.0,239.0,270.0,200.0,36.0,149.0,27.0,45.0,cambridgeshire,3389.0,894300,263.8831514,0.23966963427356552
2020-06-01,cheshire,3297,2517.0,1144.0,633.0,381.0,135.0,240.0,327.0,81.0,172.0,30.0,150.0,13.0,31.0,cheshire,2346.0,1095100,466.7945439,0.17776972569720217
2020-06-01,city-of-london,26,47.0,24.0,10.0,22.0,5.0,9.0,48.0,39.0,53.0,5.0,15.0,13.0,7.0,city-of-london,2.6,8600,3307.692308,0.00010493103099879967
2020-06-01,cleveland,2352,2713.0,667.0,698.0,325.0,177.0,297.0,223.0,46.0,205.0,47.0,198.0,34.0,54.0,cleveland,597.0,569300,953.60134,0.07020888655925052
2020-06-01,cumbria,1375,1016.0,403.0,373.0,167.0,58.0,115.0,82.0,23.0,95.0,11.0,49.0,5.0,21.0,cumbria,6820.0,499800,73.28445748,0.5036389722701421
2020-06-01,derbyshire,3220,4265.0,819.0,716.0,414.0,323.0,270.0,233.0,84.0,244.0,43.0,199.0,40.0,101.0,derbyshire,2625.0,1056000,402.2857143,0.21236640606735555
2020-06-01,devon-and-cornwall,3580,4105.0,584.0,1074.0,508.0,242.0,286.0,308.0,62.0,435.0,39.0,177.0,29.0,92.0,devon-and-cornwall,10270.0,1788000,174.0993184,0.5793825475933138
2020-06-01,dorset,1860,2863.0,317.0,554.0,345.0,344.0,247.0,203.0,120.0,119.0,36.0,43.0,38.0,36.0,dorset,2653.0,779900,293.9690916,0.18397295160637087
2020-06-01,durham,2273,2102.0,478.0,636.0,373.0,159.0,241.0,198.0,29.0,140.0,16.0,172.0,34.0,19.0,durham,2232.0,522100,233.9157706,0.2699252028586608
2020-06-01,dyfed-powys,1247,1795.0,233.0,239.0,172.0,61.0,109.0,78.0,11.0,255.0,6.0,79.0,5.0,13.0,dyfed-powys,8700.0,516000,59.31034483,0.5656765070519607
2020-06-01,essex,6209,5026.0,1531.0,1316.0,842.0,780.0,546.0,482.0,173.0,708.0,117.0,323.0,46.0,108.0,essex,3670.0,1860000,506.8119891,0.32828910343359013
2020-06-01,gloucestershire,1417,2711.0,354.0,377.0,325.0,210.0,189.0,184.0,79.0,127.0,30.0,75.0,7.0,23.0,gloucestershire,2650.0,645100,243.4339623,0.16809877205352478
2020-06-01,gwent,1738,2123.0,743.0,127.0,268.0,177.0,163.0,176.0,23.0,214.0,26.0,151.0,19.0,28.0,gwent,1555.0,587700,377.9421222,0.11296164131162097
2020-06-01,hampshire,5356,4260.0,1574.0,1218.0,691.0,567.0,673.0,594.0,221.0,543.0,94.0,267.0,90.0,200.0,hampshire,4178.0,1998300,478.2910483,0.3072862790909536
2020-06-01,hertfordshire,2453,2850.0,497.0,659.0,566.0,506.0,293.0,501.0,173.0,262.0,52.0,162.0,30.0,65.0,hertfordshire,1643.0,1198800,729.6409008,0.09869270755394047
2020-06-01,humberside,2977,1758.0,909.0,785.0,468.0,237.0,415.0,412.0,89.0,186.0,40.0,221.0,16.0,30.0,humberside,3517.0,935900,266.107478,0.31287588177851144
2020-06-01,kent,6625,4975.0,1239.0,1476.0,839.0,658.0,521.0,663.0,96.0,366.0,108.0,412.0,48.0,119.0,kent,3710.0,1855900,500.2425876,0.34693780326976414
2020-06-01,lancashire,5503,14930.0,1053.0,1477.0,875.0,463.0,707.0,451.0,111.0,295.0,81.0,282.0,70.0,83.0,lancashire,3067.0,1235300,402.7714379,0.3803513683745809
2020-06-01,leicestershire,2913,1453.0,988.0,766.0,488.0,407.0,311.0,230.0,101.0,255.0,57.0,163.0,64.0,49.0,leicestershire,2538.0,1121900,442.0409771,0.18489564052494134
2020-06-01,lincolnshire,1902,1980.0,397.0,541.0,302.0,205.0,257.0,234.0,88.0,178.0,16.0,114.0,13.0,41.0,lincolnshire,5921.0,768400,129.7753758,0.4207518038801901
2020-06-01,merseyside,4506,4074.0,1297.0,1076.0,557.0,486.0,501.0,353.0,120.0,1187.0,88.0,253.0,68.0,118.0,merseyside,645.0,1423300,2206.666667,0.058709795674424345
2020-06-01,metropolitan,19629,39584.0,4966.0,4353.0,5387.0,8102.0,4320.0,2400.0,2548.0,4665.0,1705.0,882.0,1194.0,463.0,metropolitan,1578.0,1998300,1266.34981,0.5031318581826755
2020-06-01,norfolk,2532,1420.0,692.0,627.0,401.0,154.0,182.0,225.0,73.0,268.0,22.0,166.0,25.0,54.0,norfolk,5371.0,916200,170.5827593,0.40242192205757094
2020-06-01,north-wales,2276,1607.0,540.0,471.0,298.0,64.0,157.0,259.0,29.0,164.0,14.0,117.0,9.0,31.0,north-wales,6290.0,687000,109.2209857,0.5337168672066198
2020-06-01,north-yorkshire,1528,2801.0,322.0,372.0,279.0,131.0,200.0,183.0,95.0,178.0,14.0,97.0,9.0,33.0,north-yorkshire,8310.0,818200,98.45968712,0.4382443503452791
2020-06-01,northamptonshire,2522,2286.0,423.0,477.0,387.0,249.0,254.0,242.0,63.0,172.0,49.0,127.0,14.0,62.0,northamptonshire,2364.0,785200,332.1489002,0.19737129693618838
2020-06-01,northern-ireland,3430,6839.0,88.0,1342.0,665.0,181.0,349.0,269.0,79.0,716.0,42.0,187.0,12.0,96.0,northern-ireland,13843.0,1903100,137.4774254,0.7772291796015496
2020-06-01,northumbria,4284,6274.0,1594.0,1582.0,853.0,515.0,484.0,530.0,180.0,241.0,55.0,342.0,64.0,120.0,northumbria,5553.0,1447800,260.723933,0.4963725929572328
2020-06-01,nottinghamshire,2976,4368.0,696.0,870.0,557.0,385.0,452.0,596.0,115.0,386.0,66.0,286.0,54.0,85.0,nottinghamshire,2160.0,1148500,531.712963,0.16788127192742752
2020-06-01,south-wales,3355,5044.0,1253.0,880.0,581.0,448.0,390.0,450.0,135.0,469.0,39.0,181.0,53.0,79.0,south-wales,2074.0,1317000,635.0048216,0.1521922329691771
2020-06-01,south-yorkshire,4324,3558.0,1321.0,1169.0,725.0,635.0,708.0,414.0,75.0,388.0,96.0,420.0,42.0,116.0,south-yorkshire,1554.0,1375100,884.8777349,0.14162648872688302
2020-06-01,staffordshire,3016,2977.0,496.0,733.0,518.0,294.0,253.0,251.0,88.0,153.0,53.0,141.0,30.0,42.0,staffordshire,2713.0,1134500,418.1717656,0.19284052982376326
2020-06-01,suffolk,2094,1025.0,540.0,511.0,318.0,157.0,216.0,166.0,57.0,185.0,28.0,111.0,25.0,40.0,suffolk,3797.0,760300,200.2370292,0.284174659978686
2020-06-01,surrey,2282,2732.0,864.0,763.0,413.0,460.0,291.0,230.0,116.0,304.0,58.0,127.0,20.0,60.0,surrey,1663.0,1203100,723.4515935,0.09599360841088966
2020-06-01,sussex,3815,4987.0,1104.0,1045.0,622.0,504.0,425.0,457.0,221.0,419.0,104.0,241.0,44.0,152.0,sussex,3783.0,1705700,450.8855406,0.24236260108426821
2020-06-01,thames-valley,5807,2864.0,1107.0,1387.0,986.0,1077.0,725.0,708.0,446.0,617.0,116.0,392.0,174.0,183.0,thames-valley,5742.0,2515100,438.0181122,0.37756714620497456
2020-06-01,warwickshire,1521,1708.0,335.0,292.0,259.0,245.0,173.0,188.0,42.0,117.0,33.0,101.0,5.0,49.0,warwickshire,1975.0,596800,302.1772152,0.13482582816320696
2020-06-01,west-mercia,3150,5330.0,479.0,678.0,491.0,260.0,375.0,415.0,94.0,262.0,33.0,121.0,13.0,83.0,west-mercia,7428.0,1299900,175.0,0.4839101931970613
2020-06-01,west-midlands,10155,4592.0,2168.0,1885.0,1257.0,1643.0,1342.0,681.0,177.0,449.0,493.0,425.0,86.0,213.0,west-midlands,902.0,2919600,3236.807095,0.08162019467517231
2020-06-01,west-yorkshire,9796,5388.0,3041.0,2163.0,1326.0,1085.0,1180.0,675.0,197.0,764.0,183.0,635.0,117.0,180.0,west-yorkshire,2029.0,2351600,1158.994579,0.22788724190908213
2020-06-01,wiltshire,1426,1265.0,317.0,420.0,242.0,162.0,137.0,158.0,50.0,163.0,22.0,65.0,11.0,20.0,wiltshire,3490.0,743800,213.1232092,0.191170284172513
2020-07-01,avon-and-somerset,4769,3873.0,2060.0,1315.0,896.0,689.0,587.0,578.0,353.0,306.0,154.0,190.0,73.0,94.0,avon-and-somerset,4777.0,1744500,365.1873561,0.3729321254392534
2020-07-01,bedfordshire,1535,1633.0,489.0,434.0,331.0,329.0,278.0,182.0,89.0,139.0,70.0,91.0,33.0,37.0,bedfordshire,1024.0,704800,688.28125,0.06678155533736085
2020-07-01,cambridgeshire,2529,1647.0,624.0,675.0,448.0,322.0,295.0,276.0,328.0,210.0,56.0,138.0,45.0,55.0,cambridgeshire,3389.0,894300,263.8831514,0.27285559070071824
2020-07-01,cheshire,3461,2110.0,1147.0,753.0,453.0,220.0,241.0,420.0,107.0,145.0,33.0,156.0,17.0,22.0,cheshire,2346.0,1095100,466.7945439,0.19086091956510315
2020-07-01,city-of-london,43,47.0,26.0,21.0,41.0,20.0,14.0,64.0,44.0,69.0,10.0,14.0,44.0,6.0,city-of-london,2.6,8600,3307.692308,0.0004493872098065794
2020-07-01,cleveland,2400,2559.0,629.0,780.0,395.0,196.0,305.0,242.0,50.0,201.0,55.0,181.0,42.0,54.0,cleveland,597.0,569300,953.60134,0.07325767923233498
2020-07-01,cumbria,1604,763.0,389.0,445.0,211.0,45.0,161.0,105.0,19.0,93.0,6.0,75.0,9.0,27.0,cumbria,6820.0,499800,73.28445748,0.5918676781623545
2020-07-01,derbyshire,3427,3265.0,933.0,866.0,437.0,321.0,316.0,318.0,101.0,245.0,45.0,190.0,34.0,107.0,derbyshire,2625.0,1056000,402.2857143,0.2308529714618697
2020-07-01,devon-and-cornwall,4124,4309.0,830.0,1225.0,598.0,315.0,360.0,326.0,57.0,441.0,44.0,186.0,37.0,117.0,devon-and-cornwall,10270.0,1788000,174.0993184,0.6655312608222136
2020-07-01,dorset,2169,2634.0,404.0,600.0,412.0,372.0,226.0,254.0,112.0,118.0,34.0,54.0,42.0,31.0,dorset,2653.0,779900,293.9690916,0.20797899024872554
2020-07-01,durham,2726,2086.0,595.0,776.0,351.0,166.0,241.0,283.0,30.0,138.0,9.0,170.0,40.0,23.0,durham,2232.0,522100,233.9157706,0.31833886214614343
2020-07-01,dyfed-powys,1315,1562.0,264.0,292.0,178.0,44.0,115.0,93.0,16.0,212.0,2.0,65.0,5.0,35.0,dyfed-powys,8700.0,516000,59.31034483,0.5970190630896262
2020-07-01,essex,6747,4978.0,1672.0,1389.0,876.0,876.0,554.0,660.0,191.0,557.0,133.0,297.0,73.0,107.0,essex,3670.0,1860000,506.8119891,0.35056685568216933
2020-07-01,gloucestershire,1560,2348.0,334.0,436.0,321.0,240.0,224.0,231.0,103.0,152.0,40.0,60.0,10.0,21.0,gloucestershire,2650.0,645100,243.4339623,0.18707428526143505
2020-07-01,gwent,1747,1766.0,832.0,111.0,327.0,194.0,207.0,198.0,24.0,181.0,13.0,149.0,18.0,17.0,gwent,1555.0,587700,377.9421222,0.11414955438478433
2020-07-01,hampshire,6078,4364.0,1907.0,1367.0,791.0,717.0,739.0,704.0,227.0,508.0,121.0,255.0,75.0,218.0,hampshire,4178.0,1998300,478.2910483,0.3454042200059835
2020-07-01,hertfordshire,2712,3256.0,594.0,729.0,555.0,613.0,319.0,604.0,134.0,236.0,70.0,165.0,59.0,61.0,hertfordshire,1643.0,1198800,729.6409008,0.10838205635200232
2020-07-01,humberside,3504,1781.0,1094.0,1001.0,543.0,221.0,489.0,510.0,122.0,143.0,68.0,267.0,31.0,53.0,humberside,3517.0,935900,266.107478,0.3706868454401374
2020-07-01,kent,7922,4750.0,1249.0,1829.0,1100.0,739.0,537.0,902.0,150.0,354.0,139.0,495.0,82.0,109.0,kent,3710.0,1855900,500.2425876,0.41480949315720206
2020-07-01,lancashire,6092,6812.0,1150.0,1633.0,982.0,515.0,781.0,543.0,99.0,290.0,89.0,263.0,69.0,110.0,lancashire,3067.0,1235300,402.7714379,0.4173259667652248
2020-07-01,leicestershire,3067,1365.0,961.0,802.0,497.0,454.0,369.0,224.0,83.0,246.0,80.0,162.0,50.0,81.0,leicestershire,2538.0,1121900,442.0409771,0.1944700476826053
2020-07-01,lincolnshire,2222,1936.0,539.0,562.0,391.0,182.0,350.0,358.0,85.0,178.0,26.0,112.0,9.0,55.0,lincolnshire,5921.0,768400,129.7753758,0.4826693447351705
2020-07-01,merseyside,4966,3399.0,1454.0,1187.0,601.0,444.0,617.0,452.0,151.0,1138.0,75.0,281.0,80.0,135.0,merseyside,645.0,1423300,2206.666667,0.06419648537144612
2020-07-01,metropolitan,20991,35588.0,5584.0,4692.0,6977.0,8811.0,4928.0,3099.0,2833.0,4569.0,2168.0,892.0,2072.0,453.0,metropolitan,1578.0,1998300,1266.34981,0.5479015724201567
2020-07-01,norfolk,2925,1433.0,762.0,654.0,398.0,138.0,210.0,280.0,87.0,194.0,39.0,181.0,38.0,51.0,norfolk,5371.0,916200,170.5827593,0.4479911255500909
2020-07-01,north-wales,2648,1783.0,647.0,577.0,339.0,108.0,227.0,262.0,41.0,140.0,17.0,126.0,12.0,19.0,north-wales,6290.0,687000,109.2209857,0.626516304881942
2020-07-01,north-yorkshire,1772,2395.0,326.0,442.0,296.0,149.0,215.0,209.0,75.0,146.0,16.0,85.0,13.0,41.0,north-yorkshire,8310.0,818200,98.45968712,0.4978859418667999
2020-07-01,northamptonshire,2833,1927.0,558.0,524.0,370.0,271.0,304.0,224.0,69.0,165.0,80.0,163.0,19.0,70.0,northamptonshire,2364.0,785200,332.1489002,0.21989077190122824
2020-07-01,northern-ireland,3729,7033.0,102.0,1666.0,758.0,218.0,324.0,421.0,81.0,731.0,38.0,238.0,29.0,107.0,northern-ireland,13843.0,1903100,137.4774254,0.870861016693884
2020-07-01,northumbria,5079,1368.0,1927.0,1711.0,934.0,575.0,547.0,718.0,246.0,317.0,70.0,368.0,75.0,120.0,northumbria,5553.0,1447800,260.723933,0.572785262751282
2020-07-01,nottinghamshire,3311,4231.0,672.0,998.0,670.0,487.0,409.0,711.0,152.0,374.0,86.0,274.0,79.0,120.0,nottinghamshire,2160.0,1148500,531.712963,0.18581934950542395
2020-07-01,south-wales,3621,3967.0,1334.0,994.0,679.0,498.0,470.0,556.0,132.0,513.0,45.0,160.0,64.0,65.0,south-wales,2074.0,1317000,635.0048216,0.16679502531263976
2020-07-01,south-yorkshire,4848,3384.0,1451.0,1429.0,852.0,884.0,813.0,640.0,107.0,382.0,121.0,437.0,52.0,132.0,south-yorkshire,1554.0,1375100,884.8777349,0.16238810070579193
2020-07-01,staffordshire,2942,2939.0,397.0,759.0,483.0,332.0,327.0,380.0,82.0,105.0,60.0,110.0,18.0,43.0,staffordshire,2713.0,1134500,418.1717656,0.19151357710965813
2020-07-01,suffolk,2190,1249.0,568.0,573.0,330.0,237.0,200.0,196.0,66.0,153.0,24.0,119.0,24.0,29.0,suffolk,3797.0,760300,200.2370292,0.2995255191812581
2020-07-01,surrey,2561,2685.0,942.0,809.0,533.0,498.0,326.0,299.0,167.0,288.0,33.0,149.0,33.0,65.0,surrey,1663.0,1203100,723.4515935,0.10650539844713663
2020-07-01,sussex,4433,4371.0,1195.0,1223.0,811.0,533.0,483.0,561.0,233.0,425.0,108.0,237.0,58.0,198.0,sussex,3783.0,1705700,450.8855406,0.2801034112771365
2020-07-01,thames-valley,6565,3179.0,1295.0,1647.0,1184.0,1079.0,784.0,934.0,543.0,652.0,144.0,349.0,246.0,216.0,thames-valley,5742.0,2515100,438.0181122,0.4282478404726549
2020-07-01,warwickshire,1582,1499.0,306.0,371.0,253.0,305.0,197.0,230.0,37.0,121.0,35.0,92.0,11.0,50.0,warwickshire,1975.0,596800,302.1772152,0.14550970366919
2020-07-01,west-mercia,3535,4591.0,485.0,774.0,477.0,299.0,390.0,466.0,103.0,270.0,70.0,94.0,26.0,102.0,west-mercia,7428.0,1299900,175.0,0.5378195779071894
2020-07-01,west-midlands,10849,4384.0,2341.0,2179.0,1494.0,1983.0,1418.0,927.0,176.0,464.0,592.0,489.0,164.0,290.0,west-midlands,902.0,2919600,3236.807095,0.0889300643384436
2020-07-01,west-yorkshire,10728,5828.0,3332.0,2355.0,1508.0,1151.0,1188.0,952.0,180.0,789.0,209.0,721.0,163.0,174.0,west-yorkshire,2029.0,2351600,1158.994579,0.24861304074589027
2020-07-01,wiltshire,1639,1436.0,375.0,506.0,268.0,235.0,148.0,186.0,41.0,145.0,30.0,99.0,15.0,36.0,wiltshire,3490.0,743800,213.1232092,0.22077250199671358
2020-08-01,avon-and-somerset,4774,4022.0,1921.0,1375.0,884.0,700.0,606.0,694.0,255.0,253.0,180.0,163.0,66.0,65.0,avon-and-somerset,4777.0,1744500,365.1873561,0.37471744120083034
2020-08-01,bedfordshire,1688,1506.0,455.0,423.0,343.0,418.0,253.0,214.0,87.0,118.0,56.0,78.0,51.0,33.0,bedfordshire,1024.0,704800,688.28125,0.070782197410723
2020-08-01,cambridgeshire,2464,1630.0,609.0,706.0,455.0,311.0,285.0,256.0,437.0,142.0,48.0,144.0,51.0,51.0,cambridgeshire,3389.0,894300,263.8831514,0.2687513255147532
2020-08-01,cheshire,3321,2198.0,1228.0,617.0,392.0,156.0,220.0,407.0,146.0,114.0,34.0,111.0,11.0,20.0,cheshire,2346.0,1095100,466.7945439,0.1770760122436025
2020-08-01,city-of-london,64,58.0,30.0,22.0,53.0,10.0,13.0,74.0,68.0,55.0,9.0,18.0,28.0,4.0,city-of-london,2.6,8600,3307.692308,0.0005351027101694078
2020-08-01,cleveland,2372,2554.0,667.0,868.0,405.0,208.0,339.0,331.0,56.0,182.0,55.0,177.0,47.0,56.0,cleveland,597.0,569300,953.60134,0.07499308962323599
2020-08-01,cumbria,1510,712.0,421.0,437.0,188.0,71.0,150.0,149.0,18.0,97.0,10.0,49.0,13.0,26.0,cumbria,6820.0,499800,73.28445748,0.5645884369722988
2020-08-01,derbyshire,3319,2444.0,876.0,862.0,498.0,380.0,322.0,308.0,92.0,214.0,55.0,174.0,47.0,69.0,derbyshire,2625.0,1056000,402.2857143,0.2261140628397206
2020-08-01,devon-and-cornwall,4240,4265.0,816.0,1282.0,624.0,279.0,299.0,307.0,56.0,409.0,66.0,178.0,35.0,151.0,devon-and-cornwall,10270.0,1788000,174.0993184,0.6777090340264394
2020-08-01,dorset,2136,2544.0,362.0,634.0,417.0,350.0,237.0,205.0,127.0,110.0,31.0,46.0,28.0,31.0,dorset,2653.0,779900,293.9690916,0.20722946218287666
2020-08-01,durham,2563,2044.0,589.0,769.0,295.0,168.0,252.0,368.0,24.0,120.0,14.0,153.0,53.0,24.0,durham,2232.0,522100,233.9157706,0.30397928441536426
2020-08-01,dyfed-powys,1595,1608.0,342.0,385.0,226.0,69.0,127.0,111.0,10.0,175.0,6.0,66.0,17.0,22.0,dyfed-powys,8700.0,516000,59.31034483,0.7200523283461822
2020-08-01,essex,6815,4922.0,1785.0,1482.0,1015.0,965.0,548.0,680.0,204.0,515.0,132.0,338.0,114.0,150.0,essex,3670.0,1860000,506.8119891,0.3589087272844024
2020-08-01,gloucestershire,1452,2245.0,275.0,427.0,233.0,228.0,180.0,234.0,53.0,112.0,32.0,53.0,10.0,27.0,gloucestershire,2650.0,645100,243.4339623,0.17165312700526436
2020-08-01,gwent,1713,1462.0,841.0,111.0,322.0,198.0,207.0,196.0,38.0,114.0,24.0,109.0,31.0,19.0,gwent,1555.0,587700,377.9421222,0.11053224945415112
2020-08-01,hampshire,5871,4255.0,1775.0,1449.0,724.0,670.0,731.0,873.0,248.0,410.0,102.0,226.0,77.0,188.0,hampshire,4178.0,1998300,478.2910483,0.33762211139871756
2020-08-01,hertfordshire,2731,2803.0,579.0,725.0,659.0,580.0,321.0,554.0,143.0,236.0,71.0,101.0,85.0,69.0,hertfordshire,1643.0,1198800,729.6409008,0.10891788001191033
2020-08-01,humberside,3445,1748.0,1178.0,954.0,520.0,296.0,521.0,468.0,96.0,121.0,52.0,211.0,28.0,51.0,humberside,3517.0,935900,266.107478,0.36318420822755404
2020-08-01,kent,8103,4901.0,1425.0,1746.0,1027.0,796.0,553.0,896.0,121.0,309.0,123.0,523.0,92.0,98.0,kent,3710.0,1855900,500.2425876,0.41826561767505055
2020-08-01,lancashire,6397,8000.0,1307.0,1901.0,1080.0,670.0,877.0,532.0,99.0,248.0,132.0,344.0,78.0,124.0,lancashire,3067.0,1235300,402.7714379,0.4502902320008829
2020-08-01,leicestershire,3225,1399.0,1026.0,814.0,569.0,451.0,356.0,248.0,101.0,235.0,66.0,179.0,43.0,65.0,leicestershire,2538.0,1121900,442.0409771,0.2022512904588152
2020-08-01,lincolnshire,2161,1930.0,472.0,634.0,383.0,186.0,247.0,318.0,88.0,131.0,28.0,110.0,13.0,52.0,lincolnshire,5921.0,768400,129.7753758,0.4711102331836485
2020-08-01,merseyside,5257,3232.0,1528.0,1321.0,653.0,560.0,665.0,510.0,192.0,1075.0,97.0,246.0,115.0,128.0,merseyside,645.0,1423300,2206.666667,0.06829946930703279
2020-08-01,metropolitan,21317,35842.0,5490.0,4710.0,7647.0,8919.0,4995.0,3006.0,3019.0,3534.0,2530.0,780.0,2542.0,451.0,metropolitan,1578.0,1998300,1266.34981,0.5511021815935384
2020-08-01,norfolk,3116,1392.0,837.0,676.0,372.0,146.0,265.0,264.0,90.0,217.0,29.0,200.0,42.0,75.0,norfolk,5371.0,916200,170.5827593,0.4766586605176939
2020-08-01,north-wales,2579,1949.0,704.0,588.0,338.0,78.0,176.0,226.0,42.0,120.0,23.0,104.0,13.0,24.0,north-wales,6290.0,687000,109.2209857,0.607084986650375
2020-08-01,north-yorkshire,1710,2540.0,334.0,532.0,290.0,135.0,201.0,267.0,61.0,137.0,25.0,54.0,23.0,30.0,north-yorkshire,8310.0,818200,98.45968712,0.4998894877304005
2020-08-01,northamptonshire,2902,1872.0,567.0,560.0,436.0,334.0,266.0,205.0,82.0,136.0,70.0,145.0,17.0,55.0,northamptonshire,2364.0,785200,332.1489002,0.2252629463635313
2020-08-01,northern-ireland,3685,6867.0,103.0,1568.0,758.0,169.0,367.0,434.0,60.0,552.0,54.0,201.0,20.0,103.0,northern-ireland,13843.0,1903100,137.4774254,0.838942877939057
2020-08-01,northumbria,4582,5729.0,1909.0,1776.0,980.0,585.0,570.0,634.0,183.0,275.0,81.0,314.0,88.0,113.0,northumbria,5553.0,1447800,260.723933,0.5416794023554409
2020-08-01,nottinghamshire,3091,3999.0,672.0,917.0,590.0,402.0,483.0,743.0,116.0,307.0,83.0,255.0,81.0,85.0,nottinghamshire,2160.0,1148500,531.712963,0.17382108079915193
2020-08-01,south-wales,3873,3301.0,1445.0,1106.0,688.0,469.0,446.0,561.0,141.0,423.0,48.0,172.0,78.0,61.0,south-wales,2074.0,1317000,635.0048216,0.17595294741036624
2020-08-01,south-yorkshire,4799,3530.0,1432.0,1362.0,834.0,878.0,846.0,609.0,74.0,293.0,148.0,408.0,48.0,146.0,south-yorkshire,1554.0,1375100,884.8777349,0.15891598484436364
2020-08-01,staffordshire,2607,3043.0,373.0,744.0,472.0,279.0,249.0,381.0,70.0,56.0,45.0,81.0,10.0,42.0,staffordshire,2713.0,1134500,418.1717656,0.17128706183777473
2020-08-01,suffolk,2306,1313.0,628.0,529.0,319.0,185.0,172.0,183.0,59.0,132.0,24.0,91.0,27.0,42.0,suffolk,3797.0,760300,200.2370292,0.3016388251871506
2020-08-01,surrey,2525,2381.0,930.0,821.0,540.0,464.0,290.0,324.0,134.0,217.0,40.0,140.0,45.0,61.0,surrey,1663.0,1203100,723.4515935,0.10415816491799981
2020-08-01,sussex,4414,4614.0,1305.0,1301.0,888.0,511.0,465.0,607.0,218.0,342.0,75.0,269.0,94.0,153.0,sussex,3783.0,1705700,450.8855406,0.2820817239888992
2020-08-01,thames-valley,6381,3205.0,1242.0,1647.0,1195.0,1157.0,715.0,839.0,528.0,664.0,136.0,330.0,227.0,168.0,thames-valley,5742.0,2515100,438.0181122,0.4187248014051315
2020-08-01,warwickshire,1625,964.0,295.0,381.0,280.0,310.0,240.0,243.0,37.0,113.0,28.0,67.0,25.0,41.0,warwickshire,1975.0,596800,302.1772152,0.15048300627303682
2020-08-01,west-mercia,3468,4454.0,506.0,763.0,519.0,304.0,404.0,436.0,86.0,224.0,37.0,118.0,29.0,68.0,west-mercia,7428.0,1299900,175.0,0.5292632501366266
2020-08-01,west-midlands,11000,4807.0,2281.0,2179.0,1401.0,2067.0,1608.0,949.0,209.0,435.0,632.0,421.0,162.0,300.0,west-midlands,902.0,2919600,3236.807095,0.09031662306749762
2020-08-01,west-yorkshire,10521,5831.0,3306.0,2507.0,1630.0,1151.0,1331.0,1065.0,197.0,646.0,240.0,597.0,199.0,212.0,west-yorkshire,2029.0,2351600,1158.994579,0.24836305237631362
